movieId,release_year,type,score,platform
as1704,2007,movie,3.5,amazon
as1705,2010,tv show,5.0,amazon
as1706,2013,tv show,4.0,amazon
as1707,2016,movie,4.0,amazon
as1708,2020,movie,4.5,amazon
as1709,2020,movie,3.0,amazon
as1710,2020,movie,3.0,amazon
as1711,2020,movie,2.5,amazon
as1712,2020,movie,4.0,amazon
as1713,2015,movie,3.0,amazon
as1714,2019,movie,3.5,amazon
as1715,2019,movie,4.5,amazon
as1716,1978,tv show,2.0,amazon
as1717,1998,movie,3.0,amazon
as1718,2021,movie,3.0,amazon
as1719,2021,movie,2.0,amazon
as1720,2021,movie,4.0,amazon
as1721,2021,movie,4.5,amazon
as1722,2021,movie,3.0,amazon
as1723,2021,movie,3.0,amazon
as1724,2017,tv show,4.0,amazon
as1725,2020,movie,2.0,amazon
as1726,2002,movie,4.5,amazon
as1727,2002,movie,2.0,amazon
as1728,2010,tv show,3.0,amazon
as1729,2015,movie,2.0,amazon
as1730,2016,movie,2.0,amazon
as1731,2016,tv show,0.5,amazon
as1732,2014,tv show,2.0,amazon
as1733,2018,movie,3.5,amazon
as1734,2007,movie,4.5,amazon
as1735,2019,movie,3.0,amazon
as1736,2018,movie,4.0,amazon
as1737,2005,tv show,4.5,amazon
as1738,2006,movie,1.0,amazon
as1739,2020,movie,4.0,amazon
as1740,2014,movie,2.5,amazon
as1741,2015,movie,4.0,amazon
as1742,2018,tv show,0.5,amazon
as1743,2010,movie,4.5,amazon
as1744,2017,tv show,3.0,amazon
as1745,2016,tv show,4.0,amazon
as1746,2017,movie,2.0,amazon
as1747,2020,movie,4.0,amazon
as1748,1975,movie,4.5,amazon
as1749,2015,tv show,3.0,amazon
as1750,1955,movie,4.0,amazon
as1751,2017,movie,3.5,amazon
as1752,1954,movie,4.0,amazon
as1753,1948,movie,4.0,amazon
as1754,2001,movie,5.0,amazon
as1755,2003,movie,3.5,amazon
as1756,2021,tv show,3.0,amazon
as1757,1997,movie,3.0,amazon
as1758,2018,movie,5.0,amazon
as1759,2020,movie,4.0,amazon
as1760,2011,movie,4.0,amazon
as1761,1937,movie,4.0,amazon
as1762,2019,movie,4.0,amazon
as1763,2014,movie,4.0,amazon
as1764,2018,movie,4.5,amazon
as1765,2019,movie,4.0,amazon
as1766,2018,tv show,4.0,amazon
as1767,2019,tv show,5.0,amazon
as1768,2019,tv show,4.0,amazon
as1769,2019,tv show,3.5,amazon
as1770,2019,tv show,5.0,amazon
as1771,2013,movie,1.0,amazon
as1772,2020,tv show,4.0,amazon
as1773,2020,movie,5.0,amazon
as1774,2011,movie,3.0,amazon
as1775,2019,tv show,3.0,amazon
as1776,2017,tv show,4.0,amazon
as1777,1925,movie,4.0,amazon
as1778,2018,movie,3.5,amazon
as1779,2018,movie,3.5,amazon
as1780,2017,movie,4.0,amazon
as1781,2016,tv show,3.5,amazon
as1782,2019,tv show,4.0,amazon
as1783,2017,movie,5.0,amazon
as1784,2011,movie,3.5,amazon
as1785,2007,movie,3.0,amazon
as1786,2011,movie,4.0,amazon
as1787,2018,tv show,2.5,amazon
as1788,1993,movie,3.0,amazon
as1789,1934,movie,5.0,amazon
as1790,2019,movie,3.0,amazon
as1791,2019,movie,3.5,amazon
as1792,2019,movie,4.0,amazon
as1793,2006,movie,2.5,amazon
as1794,2019,movie,3.0,amazon
as1795,2018,movie,3.5,amazon
as1796,2020,movie,2.5,amazon
as1797,2017,movie,4.0,amazon
as1798,2018,movie,4.0,amazon
as1799,2021,movie,3.0,amazon
as1800,2011,movie,4.0,amazon
as1801,2020,tv show,2.0,amazon
as1802,2002,movie,5.0,amazon
as1803,2016,movie,5.0,amazon
as1804,2020,tv show,4.5,amazon
as1805,2013,tv show,3.0,amazon
as1806,2017,tv show,3.5,amazon
as1807,2016,movie,5.0,amazon
as1808,2020,movie,4.0,amazon
as1809,1948,movie,5.0,amazon
as1810,2004,tv show,3.0,amazon
as1811,2018,tv show,4.0,amazon
as1812,2019,movie,4.0,amazon
as1813,2018,movie,2.5,amazon
as1814,2019,movie,3.0,amazon
as1815,2019,tv show,4.5,amazon
as1816,2018,tv show,4.5,amazon
as1817,2013,movie,4.0,amazon
as1818,2016,tv show,3.5,amazon
as1819,2010,tv show,5.0,amazon
as1820,2010,movie,4.0,amazon
as1821,2002,movie,2.0,amazon
as1822,2008,tv show,4.0,amazon
as1823,2017,tv show,4.0,amazon
as1824,2005,movie,1.0,amazon
as1825,2005,movie,3.0,amazon
as1826,2019,tv show,3.0,amazon
as1827,2020,tv show,3.0,amazon
as1828,2019,tv show,3.0,amazon
as1829,2003,movie,4.5,amazon
as1830,2020,movie,2.5,amazon
as1831,2018,movie,1.0,amazon
as1832,2018,movie,2.0,amazon
as1833,2014,movie,5.0,amazon
as1834,2007,movie,4.0,amazon
as1835,2013,movie,4.5,amazon
as1836,2016,tv show,3.0,amazon
as1837,2016,tv show,4.0,amazon
as1838,2017,tv show,4.0,amazon
as1839,1989,movie,5.0,amazon
as1840,1934,movie,5.0,amazon
as1841,1999,tv show,4.5,amazon
as1842,2008,tv show,3.5,amazon
as1843,2021,tv show,4.0,amazon
as1844,1970,movie,3.0,amazon
as1845,2018,tv show,5.0,amazon
as1846,2019,movie,4.5,amazon
as1847,2019,movie,5.0,amazon
as1848,2019,movie,3.0,amazon
as1849,2020,movie,3.0,amazon
as1850,2013,movie,4.0,amazon
as1851,2016,movie,3.5,amazon
as1852,2013,movie,5.0,amazon
as1853,2019,movie,4.0,amazon
as1854,2014,movie,5.0,amazon
as1855,2019,movie,1.0,amazon
as1856,2012,tv show,4.5,amazon
as1857,2017,tv show,4.0,amazon
as1858,1989,movie,2.0,amazon
as1859,2019,movie,4.0,amazon
as1860,2010,movie,3.0,amazon
as1861,2009,movie,3.5,amazon
as1862,1954,tv show,4.0,amazon
as1863,2013,tv show,1.5,amazon
as1864,2013,tv show,3.0,amazon
as1865,2019,movie,3.0,amazon
as1866,2019,tv show,5.0,amazon
as1867,2016,movie,3.5,amazon
as1868,2020,movie,3.0,amazon
as1869,2015,tv show,2.0,amazon
as1870,2006,movie,5.0,amazon
as1871,2016,movie,5.0,amazon
as1872,2019,movie,3.0,amazon
as1873,2016,movie,3.5,amazon
as1874,1936,movie,2.5,amazon
as1875,2017,tv show,2.0,amazon
as1876,1941,movie,3.0,amazon
as1877,2011,movie,4.5,amazon
as1878,2015,tv show,3.0,amazon
as1879,1970,movie,5.0,amazon
as1880,2019,tv show,5.0,amazon
as1881,2014,tv show,2.0,amazon
as1882,2014,movie,3.5,amazon
as1883,2015,tv show,3.0,amazon
as1884,2018,tv show,3.5,amazon
as1885,2008,tv show,2.0,amazon
as1886,2021,movie,2.0,amazon
as1887,2016,movie,4.0,amazon
as1888,2008,movie,3.5,amazon
as1889,2019,movie,5.0,amazon
as1890,2017,tv show,3.0,amazon
as1891,2019,movie,3.0,amazon
as1892,2020,movie,1.0,amazon
as1893,2015,movie,4.0,amazon
as1894,2019,movie,2.0,amazon
as1895,2016,movie,2.5,amazon
as1896,2016,movie,4.5,amazon
as1897,2017,tv show,4.5,amazon
as1898,2020,movie,4.5,amazon
as1899,1996,movie,3.0,amazon
as1900,2017,movie,3.0,amazon
as1901,2020,tv show,3.0,amazon
as1902,2017,movie,5.0,amazon
as1903,2017,tv show,2.0,amazon
as1904,2020,movie,3.0,amazon
as1905,1992,movie,3.0,amazon
as1906,2014,tv show,2.0,amazon
as1907,2014,movie,3.0,amazon
as1908,1944,movie,5.0,amazon
as1909,1937,movie,1.0,amazon
as1910,2004,movie,4.0,amazon
as1911,2014,tv show,3.5,amazon
as1912,2019,movie,2.0,amazon
as1913,2019,tv show,2.5,amazon
as1914,2019,tv show,4.0,amazon
as1915,2019,tv show,3.0,amazon
as1916,2019,tv show,4.0,amazon
as1917,2017,tv show,3.0,amazon
as1918,2007,movie,3.5,amazon
as1919,2019,tv show,4.0,amazon
as1920,2011,tv show,4.0,amazon
as1921,2012,movie,4.5,amazon
as1922,2019,movie,2.5,amazon
as1923,2019,movie,2.0,amazon
as1924,2018,tv show,4.5,amazon
as1925,1996,tv show,4.0,amazon
as1926,2018,tv show,5.0,amazon
as1927,2021,movie,4.5,amazon
as1928,2011,movie,4.0,amazon
as1929,1998,movie,3.5,amazon
as1930,2018,tv show,3.5,amazon
as1931,2014,movie,1.5,amazon
as1932,2014,movie,5.0,amazon
as1933,2020,tv show,3.0,amazon
as1934,2019,movie,3.0,amazon
as1935,2018,movie,2.5,amazon
as1936,2020,tv show,5.0,amazon
as1937,2021,movie,3.0,amazon
as1938,2013,movie,2.5,amazon
as1939,2018,tv show,3.5,amazon
as1940,2018,tv show,5.0,amazon
as1941,2015,tv show,3.0,amazon
as1942,2017,movie,2.5,amazon
as1943,2020,movie,3.0,amazon
as1944,2020,movie,2.0,amazon
as1945,2020,movie,4.0,amazon
as1946,2019,movie,2.5,amazon
as1947,2019,tv show,4.0,amazon
as1948,2017,tv show,4.0,amazon
as1949,1992,movie,3.5,amazon
as1950,2010,movie,4.0,amazon
as1951,2018,movie,4.0,amazon
as1952,2012,movie,2.5,amazon
as1953,2020,movie,1.0,amazon
as1954,2014,movie,3.0,amazon
as1955,2014,movie,3.0,amazon
as1956,2019,movie,3.0,amazon
as1957,1977,movie,4.0,amazon
as1958,2007,tv show,3.0,amazon
as1959,2019,tv show,4.0,amazon
as1960,2013,movie,3.0,amazon
as1961,1975,movie,3.0,amazon
as1962,2019,movie,4.5,amazon
as1963,2018,tv show,3.5,amazon
as1964,2018,movie,2.0,amazon
as1965,2019,tv show,2.0,amazon
as1966,2021,movie,2.0,amazon
as1967,2021,movie,1.0,amazon
as1968,2020,movie,3.0,amazon
as1969,2018,movie,3.5,amazon
as1970,2020,movie,3.0,amazon
as1971,2019,movie,3.0,amazon
as1972,2019,movie,3.5,amazon
as1973,2013,tv show,2.5,amazon
as1974,2018,movie,2.0,amazon
as1975,2017,tv show,3.0,amazon
as1976,2016,tv show,5.0,amazon
as1977,2021,movie,3.0,amazon
as1978,2021,movie,3.5,amazon
as1979,2019,movie,4.0,amazon
as1980,2018,movie,2.0,amazon
as1981,2018,movie,3.5,amazon
as1982,2018,movie,3.0,amazon
as1983,2018,movie,2.0,amazon
as1984,2018,movie,4.0,amazon
as1985,2018,movie,5.0,amazon
as1986,2018,movie,5.0,amazon
as1987,2018,movie,4.0,amazon
as1988,2019,movie,2.5,amazon
as1989,2018,movie,5.0,amazon
as1990,2020,tv show,3.5,amazon
as1991,2019,tv show,5.0,amazon
as1992,2018,movie,3.5,amazon
as1993,2019,movie,3.5,amazon
as1994,2016,movie,4.0,amazon
as1995,1945,tv show,4.0,amazon
as1996,2016,tv show,5.0,amazon
as1997,2020,tv show,2.0,amazon
as1998,1934,movie,5.0,amazon
as1999,1977,movie,3.5,amazon
as2000,2020,movie,4.5,amazon
as2001,2020,movie,4.0,amazon
as2002,2016,movie,3.5,amazon
as2003,2016,movie,4.0,amazon
as2004,2008,movie,4.0,amazon
as2005,1979,movie,3.0,amazon
as2006,2020,movie,5.0,amazon
as2007,2019,movie,4.0,amazon
as2008,2018,tv show,2.0,amazon
as2009,1954,movie,3.5,amazon
as2010,2017,movie,3.0,amazon
as2011,2012,movie,3.5,amazon
as2012,2010,movie,4.0,amazon
as2013,2009,movie,3.5,amazon
as2014,2004,movie,4.5,amazon
as2015,2013,movie,4.0,amazon
as2016,2019,movie,3.0,amazon
as2017,2010,tv show,3.0,amazon
as2018,2011,movie,2.0,amazon
as2019,2020,tv show,4.0,amazon
as2020,2020,tv show,3.5,amazon
as2021,2015,movie,4.0,amazon
as2022,2012,movie,3.5,amazon
as2023,1991,tv show,3.0,amazon
as2024,1989,tv show,3.0,amazon
as2025,2001,tv show,5.0,amazon
as2026,2020,tv show,2.0,amazon
as2027,2019,tv show,3.0,amazon
as2028,2018,movie,4.0,amazon
as2029,2009,movie,3.0,amazon
as2030,2019,movie,2.0,amazon
as2031,2007,movie,4.0,amazon
as2032,2019,tv show,5.0,amazon
as2033,2019,tv show,3.0,amazon
as2034,1962,movie,3.5,amazon
as2035,2015,movie,3.5,amazon
as2036,2004,tv show,3.0,amazon
as2037,2014,movie,5.0,amazon
as2038,2020,movie,5.0,amazon
as2039,2011,tv show,3.5,amazon
as2040,1995,movie,5.0,amazon
as2041,2015,movie,3.5,amazon
as2042,2014,movie,4.0,amazon
as2043,2008,movie,3.5,amazon
as2044,2012,movie,4.0,amazon
as2045,2011,movie,5.0,amazon
as2046,2014,movie,5.0,amazon
as2047,2014,movie,5.0,amazon
as2048,2017,tv show,2.0,amazon
as2049,2015,movie,3.0,amazon
as2050,2020,tv show,5.0,amazon
as2051,2015,movie,4.0,amazon
as2052,2020,movie,3.0,amazon
as2053,1933,movie,4.0,amazon
as2054,2017,movie,4.5,amazon
as2055,2014,movie,3.0,amazon
as2056,2020,movie,3.0,amazon
as2057,2016,movie,4.0,amazon
as2058,2014,movie,4.5,amazon
as2059,2016,tv show,4.0,amazon
as2060,2020,tv show,2.0,amazon
as2061,2020,tv show,3.0,amazon
as2062,2013,tv show,3.0,amazon
as2063,2016,tv show,5.0,amazon
as2064,2018,movie,4.0,amazon
as2065,2013,movie,4.5,amazon
as2066,2019,movie,4.0,amazon
as2067,2019,movie,5.0,amazon
as2068,2015,movie,4.0,amazon
as2069,2018,movie,3.5,amazon
as2070,2017,movie,3.5,amazon
as2071,2016,movie,5.0,amazon
as2072,2010,movie,3.5,amazon
as2073,2020,movie,2.0,amazon
as2074,2016,movie,3.0,amazon
as2075,2018,movie,4.0,amazon
as2076,2019,movie,2.0,amazon
as2077,2014,movie,4.0,amazon
as2078,2017,movie,5.0,amazon
as2079,2020,movie,3.5,amazon
as2080,2018,movie,5.0,amazon
as2081,2019,movie,4.0,amazon
as2082,2012,movie,3.5,amazon
as2083,2021,movie,3.0,amazon
as2084,2012,movie,4.0,amazon
as2085,2019,movie,3.5,amazon
as2086,2018,tv show,5.0,amazon
as2087,2013,tv show,4.5,amazon
as2088,2014,tv show,0.5,amazon
as2089,2017,tv show,4.0,amazon
as2090,2019,movie,0.5,amazon
as2091,2021,tv show,3.5,amazon
as2092,2012,tv show,4.0,amazon
as2093,1956,movie,3.5,amazon
as2094,2012,movie,5.0,amazon
as2095,2020,movie,4.0,amazon
as2096,2017,movie,2.0,amazon
as2097,2011,tv show,4.0,amazon
as2098,1950,movie,4.0,amazon
as2099,2012,tv show,3.0,amazon
as2100,2013,movie,3.0,amazon
as2101,2018,tv show,4.0,amazon
as2102,2020,movie,5.0,amazon
as2103,2019,tv show,3.0,amazon
as2104,2019,tv show,4.5,amazon
as2105,2016,tv show,1.0,amazon
as2106,2016,movie,4.5,amazon
as2107,2011,tv show,4.0,amazon
as2108,2019,tv show,5.0,amazon
as2109,2017,movie,4.0,amazon
as2110,2020,movie,5.0,amazon
as2111,2019,movie,4.0,amazon
as2112,2010,movie,3.0,amazon
as2113,2017,movie,3.0,amazon
as2114,1992,movie,3.0,amazon
as2115,2016,movie,3.0,amazon
as2116,1933,movie,3.0,amazon
as2117,2016,movie,1.0,amazon
as2118,2017,movie,3.0,amazon
as2119,2014,tv show,3.0,amazon
as2120,2020,movie,3.0,amazon
as2121,2004,movie,3.0,amazon
as2122,1999,movie,4.5,amazon
as2123,2020,movie,3.5,amazon
as2124,1950,movie,5.0,amazon
as2125,2012,movie,2.5,amazon
as2126,2013,movie,2.5,amazon
as2127,2019,movie,4.0,amazon
as2128,2020,tv show,5.0,amazon
as2129,2018,tv show,4.0,amazon
as2130,2019,movie,2.0,amazon
as2131,2008,movie,3.0,amazon
as2132,2019,movie,4.5,amazon
as2133,2007,movie,3.0,amazon
as2134,2019,movie,3.0,amazon
as2135,2016,movie,4.0,amazon
as2136,2008,movie,3.0,amazon
as2137,2000,movie,3.5,amazon
as2138,2016,movie,3.0,amazon
as2139,2018,movie,4.0,amazon
as2140,1962,tv show,3.0,amazon
as2141,1936,movie,5.0,amazon
as2142,1997,tv show,4.0,amazon
as2143,2015,tv show,5.0,amazon
as2144,2020,movie,3.5,amazon
as2145,2008,tv show,3.0,amazon
as2146,2010,tv show,4.0,amazon
as2147,2017,movie,3.0,amazon
as2148,2013,movie,1.0,amazon
as2149,2011,movie,5.0,amazon
as2150,2017,tv show,4.0,amazon
as2151,2017,movie,3.0,amazon
as2152,1933,movie,4.0,amazon
as2153,2003,movie,4.0,amazon
as2154,2009,movie,3.0,amazon
as2155,1958,movie,4.0,amazon
as2156,2015,movie,3.5,amazon
as2157,2014,movie,2.0,amazon
as2158,2007,tv show,4.0,amazon
as2159,2016,movie,3.0,amazon
as2160,2012,tv show,5.0,amazon
as2161,1950,movie,3.0,amazon
as2162,2018,tv show,3.0,amazon
as2163,2018,tv show,5.0,amazon
as2164,2020,tv show,2.0,amazon
as2165,2019,tv show,4.0,amazon
as2166,2015,tv show,4.0,amazon
as2167,2017,movie,3.0,amazon
as2168,2018,tv show,4.0,amazon
as2169,2017,movie,2.0,amazon
as2170,1963,movie,4.0,amazon
as2171,2019,movie,3.0,amazon
as2172,2018,tv show,5.0,amazon
as2173,2016,movie,3.0,amazon
as2174,2016,movie,5.0,amazon
as2175,2014,tv show,4.0,amazon
as2176,2019,movie,2.5,amazon
as2177,1990,tv show,4.0,amazon
as2178,1958,movie,3.0,amazon
as2179,2004,movie,2.0,amazon
as2180,1986,movie,4.0,amazon
as2181,2017,movie,3.5,amazon
as2182,2020,tv show,5.0,amazon
as2183,2014,movie,2.0,amazon
as2184,2011,movie,4.0,amazon
as2185,2016,movie,4.0,amazon
as2186,2014,movie,4.0,amazon
as2187,2014,tv show,4.0,amazon
as2188,2015,tv show,4.0,amazon
as2189,2002,movie,3.0,amazon
as2190,2016,movie,4.0,amazon
as2191,2019,movie,4.0,amazon
as2192,1935,movie,3.0,amazon
as2193,2020,movie,5.0,amazon
as2194,2017,tv show,5.0,amazon
as2195,2009,tv show,4.0,amazon
as2196,2020,tv show,4.0,amazon
as2197,2020,movie,4.0,amazon
as2198,1995,movie,2.0,amazon
as2199,2017,tv show,3.0,amazon
as2200,1989,tv show,4.0,amazon
as2201,2016,movie,2.5,amazon
as2202,2011,movie,1.0,amazon
as2203,2013,movie,3.0,amazon
as2204,1986,tv show,2.5,amazon
as2205,2012,tv show,5.0,amazon
as2206,2017,tv show,5.0,amazon
as2207,2008,tv show,3.5,amazon
as2208,2008,tv show,3.5,amazon
as2209,2012,movie,1.0,amazon
as2210,2019,movie,4.5,amazon
as2211,2007,movie,5.0,amazon
as2212,1991,movie,2.0,amazon
as2213,2010,movie,5.0,amazon
as2214,1929,movie,4.0,amazon
as2215,2016,movie,4.0,amazon
as2216,1987,movie,3.0,amazon
as2217,2020,movie,5.0,amazon
as2218,1947,movie,5.0,amazon
as2219,2014,movie,3.0,amazon
as2220,2019,movie,3.5,amazon
as2221,1937,movie,4.0,amazon
as2222,2019,movie,4.5,amazon
as2223,1974,tv show,4.0,amazon
as2224,1938,movie,5.0,amazon
as2225,1968,movie,4.0,amazon
as2226,1992,movie,4.0,amazon
as2227,2018,movie,3.5,amazon
as2228,1975,movie,2.0,amazon
as2229,2018,movie,3.5,amazon
as2230,2011,movie,4.0,amazon
as2231,1938,movie,3.0,amazon
as2232,2017,movie,1.5,amazon
as2233,2014,movie,3.5,amazon
as2234,2019,tv show,3.5,amazon
as2235,2013,movie,3.5,amazon
as2236,1936,movie,3.5,amazon
as2237,2018,movie,3.0,amazon
as2238,2016,tv show,3.5,amazon
as2239,2008,movie,4.0,amazon
as2240,2017,movie,4.0,amazon
as2241,2014,movie,4.0,amazon
as2242,2020,tv show,4.5,amazon
as2243,2013,tv show,4.0,amazon
as2244,2012,tv show,2.0,amazon
as2245,2018,movie,5.0,amazon
as2246,2013,movie,4.0,amazon
as2247,2010,movie,1.0,amazon
as2248,2018,movie,2.5,amazon
as2249,1971,movie,2.5,amazon
as2250,2018,tv show,3.5,amazon
as2251,2011,movie,4.5,amazon
as2252,2018,tv show,4.5,amazon
as2253,2006,movie,3.5,amazon
as2254,1996,movie,4.5,amazon
as2255,2006,movie,4.0,amazon
as2256,2011,movie,3.0,amazon
as2257,2018,tv show,4.5,amazon
as2258,2003,movie,3.0,amazon
as2259,2015,movie,4.0,amazon
as2260,1953,movie,4.0,amazon
as2261,1979,movie,5.0,amazon
as2262,1972,movie,4.0,amazon
as2263,2011,movie,3.0,amazon
as2264,2020,tv show,5.0,amazon
as2265,2015,tv show,5.0,amazon
as2266,2015,movie,4.5,amazon
as2267,2017,tv show,5.0,amazon
as2268,1997,tv show,3.0,amazon
as2269,2019,movie,4.0,amazon
as2270,2006,tv show,4.0,amazon
as2271,1944,movie,4.5,amazon
as2272,2010,tv show,2.5,amazon
as2273,1955,movie,4.0,amazon
as2274,2020,movie,4.5,amazon
as2275,1939,movie,5.0,amazon
as2276,2020,movie,3.0,amazon
as2277,2017,movie,4.0,amazon
as2278,2018,tv show,2.0,amazon
as2279,2015,tv show,4.5,amazon
as2280,2019,movie,3.0,amazon
as2281,2010,tv show,2.5,amazon
as2282,2016,tv show,4.0,amazon
as2283,2005,tv show,5.0,amazon
as2284,2004,tv show,2.0,amazon
as2285,2005,tv show,3.0,amazon
as2286,2011,movie,3.5,amazon
as2287,2017,tv show,2.0,amazon
as2288,2017,tv show,3.0,amazon
as2289,2008,movie,5.0,amazon
as2290,2013,movie,1.0,amazon
as2291,2001,movie,2.0,amazon
as2292,2016,movie,5.0,amazon
as2293,1952,movie,3.0,amazon
as2294,1950,movie,2.5,amazon
as2295,2013,tv show,5.0,amazon
as2296,2014,tv show,5.0,amazon
as2297,2017,tv show,4.0,amazon
as2298,2020,tv show,3.0,amazon
as2299,2017,tv show,5.0,amazon
as2300,2018,tv show,5.0,amazon
as2301,2018,tv show,3.0,amazon
as2302,2014,tv show,4.0,amazon
as2303,2015,movie,3.0,amazon
as2304,2019,movie,3.0,amazon
as2305,2020,tv show,4.0,amazon
as2306,2016,tv show,3.0,amazon
as2307,2019,movie,5.0,amazon
as2308,2017,movie,2.0,amazon
as2309,2018,tv show,4.0,amazon
as2310,2014,movie,3.5,amazon
as2311,2018,movie,3.0,amazon
as2312,2019,tv show,2.5,amazon
as2313,2010,movie,4.0,amazon
as2314,2016,tv show,4.0,amazon
as2315,2018,movie,2.5,amazon
as2316,2017,tv show,3.5,amazon
as2317,1978,movie,2.0,amazon
as2318,2018,tv show,2.0,amazon
as2319,1954,movie,1.5,amazon
as2320,2020,tv show,4.0,amazon
as2321,2021,movie,4.0,amazon
as2322,2020,tv show,5.0,amazon
as2323,2021,tv show,2.0,amazon
as2324,2017,movie,2.5,amazon
as2325,2019,movie,5.0,amazon
as2326,2019,movie,3.5,amazon
as2327,2021,movie,4.5,amazon
as2328,2020,movie,3.5,amazon
as2329,2019,movie,4.0,amazon
as2330,2019,movie,3.0,amazon
as2331,2019,movie,5.0,amazon
as2332,2018,movie,2.5,amazon
as2333,2019,movie,3.0,amazon
as2334,2014,tv show,4.5,amazon
as2335,2015,movie,4.0,amazon
as2336,2015,tv show,3.0,amazon
as2337,2016,movie,3.0,amazon
as2338,2012,movie,4.0,amazon
as2339,2019,movie,3.5,amazon
as2340,2017,tv show,5.0,amazon
as2341,1943,movie,3.0,amazon
as2342,1943,movie,3.5,amazon
as2343,2016,movie,4.5,amazon
as2344,2011,tv show,4.5,amazon
as2345,2017,tv show,1.5,amazon
as2346,1935,movie,3.5,amazon
as2347,2008,movie,3.0,amazon
as2348,2014,movie,5.0,amazon
as2349,2020,tv show,5.0,amazon
as2350,2016,movie,4.0,amazon
as2351,2011,movie,4.5,amazon
as2352,1943,movie,5.0,amazon
as2353,2021,tv show,5.0,amazon
as2354,2013,movie,5.0,amazon
as2355,2001,tv show,5.0,amazon
as2356,2011,movie,3.5,amazon
as2357,2016,tv show,3.0,amazon
as2358,2019,movie,3.5,amazon
as2359,2014,movie,2.5,amazon
as2360,2019,movie,4.0,amazon
as2361,2018,movie,4.0,amazon
as2362,2020,movie,3.0,amazon
as2363,2012,tv show,4.0,amazon
as2364,2014,movie,4.0,amazon
as2365,2020,movie,3.0,amazon
as2366,2020,movie,5.0,amazon
as2367,2003,movie,3.0,amazon
as2368,2017,movie,1.5,amazon
as2369,2016,movie,3.5,amazon
as2370,2018,movie,4.0,amazon
as2371,2014,tv show,4.0,amazon
as2372,2018,movie,3.0,amazon
as2373,2019,movie,3.0,amazon
as2374,2019,movie,5.0,amazon
as2375,2019,movie,4.0,amazon
as2376,2019,movie,3.0,amazon
as2377,2019,movie,4.5,amazon
as2378,2019,movie,2.0,amazon
as2379,2021,tv show,4.0,amazon
as2380,2019,movie,3.0,amazon
as2381,1973,movie,5.0,amazon
as2382,2015,movie,4.0,amazon
as2383,2008,movie,3.5,amazon
as2384,2012,movie,4.0,amazon
as2385,2005,movie,4.5,amazon
as2386,1990,tv show,4.0,amazon
as2387,2017,tv show,5.0,amazon
as2388,2000,tv show,5.0,amazon
as2389,2018,tv show,3.0,amazon
as2390,2018,tv show,5.0,amazon
as2391,2018,tv show,3.5,amazon
as2392,2018,movie,1.5,amazon
as2393,2013,movie,4.0,amazon
as2394,1992,movie,5.0,amazon
as2395,1985,movie,5.0,amazon
as2396,1982,movie,4.0,amazon
as2397,1983,movie,3.5,amazon
as2398,2000,movie,4.5,amazon
as2399,1984,movie,3.0,amazon
as2400,1984,movie,5.0,amazon
as2401,1981,movie,5.0,amazon
as2402,1980,movie,3.0,amazon
as2403,2015,tv show,3.0,amazon
as2404,2012,movie,4.0,amazon
as2405,2021,movie,3.0,amazon
as2406,2015,tv show,3.0,amazon
as2407,1960,movie,4.0,amazon
as2408,2018,movie,4.0,amazon
as2409,2018,movie,3.0,amazon
as2410,2019,movie,4.0,amazon
as2411,2015,tv show,5.0,amazon
as2412,2019,tv show,3.0,amazon
as2413,2019,movie,3.5,amazon
as2414,2018,tv show,4.0,amazon
as2415,2018,tv show,4.5,amazon
as2416,2015,tv show,4.0,amazon
as2417,2018,tv show,5.0,amazon
as2418,1939,movie,5.0,amazon
as2419,1944,movie,3.5,amazon
as2420,2014,tv show,4.0,amazon
as2421,2020,movie,5.0,amazon
as2422,2016,tv show,4.0,amazon
as2423,2016,tv show,4.5,amazon
as2424,2015,movie,4.0,amazon
as2425,2020,movie,2.5,amazon
as2426,2014,movie,3.5,amazon
as2427,2019,tv show,2.0,amazon
as2428,2019,movie,5.0,amazon
as2429,2019,movie,4.0,amazon
as2430,2021,tv show,3.5,amazon
as2431,2020,movie,4.0,amazon
as2432,2008,movie,1.0,amazon
as2433,2020,movie,3.0,amazon
as2434,2009,movie,3.0,amazon
as2435,2020,tv show,3.0,amazon
as2436,2020,movie,4.0,amazon
as2437,1975,movie,3.5,amazon
as2438,2013,movie,3.5,amazon
as2439,2018,tv show,2.0,amazon
as2440,2021,movie,3.5,amazon
as2441,2014,movie,5.0,amazon
as2442,2018,movie,4.5,amazon
as2443,2015,tv show,4.0,amazon
as2444,2018,tv show,3.0,amazon
as2445,2015,movie,5.0,amazon
as2446,2020,movie,2.5,amazon
as2447,2016,tv show,3.0,amazon
as2448,2013,tv show,3.0,amazon
as2449,2004,tv show,5.0,amazon
as2450,1939,movie,4.5,amazon
as2451,2017,tv show,4.0,amazon
as2452,1987,movie,5.0,amazon
as2453,2016,movie,2.5,amazon
as2454,2019,tv show,4.0,amazon
as2455,2019,tv show,5.0,amazon
as2456,2013,tv show,3.0,amazon
as2457,2014,tv show,2.0,amazon
as2458,2014,tv show,4.0,amazon
as2459,2012,tv show,4.0,amazon
as2460,2018,movie,3.0,amazon
as2461,1993,movie,5.0,amazon
as2462,1997,movie,4.0,amazon
as2463,2019,tv show,3.5,amazon
as2464,2007,movie,5.0,amazon
as2465,2016,tv show,3.0,amazon
